movie_title,movie_id,character_name,house,total_lines,avg_dialogue_length
Harry Potter and the Deathly Hallows Part 1,7,Narcissa Malfoy,Slytherin,1,31.0
Harry Potter and the Deathly Hallows Part 1,7,Neville Longbottom,Gryffindor,1,25.0
Harry Potter and the Deathly Hallows Part 1,7,Percy Weasley,Gryffindor,1,21.0
Harry Potter and the Deathly Hallows Part 2,8,Harry Potter,Gryffindor,185,44.29189189189189
Harry Potter and the Deathly Hallows Part 2,8,Ron Weasley,Gryffindor,78,35.91025641025641
Harry Potter and the Deathly Hallows Part 2,8,Hermione Granger,Gryffindor,64,34.546875
Harry Potter and the Deathly Hallows Part 2,8,Albus Dumbledore,Gryffindor,53,72.16981132075472
Harry Potter and the Deathly Hallows Part 2,8,Voldemort,Slytherin,46,70.97826086956522
Harry Potter and the Deathly Hallows Part 2,8,Severus Snape,Slytherin,40,60.25
Harry Potter and the Deathly Hallows Part 2,8,Neville Longbottom,Gryffindor,33,55.27272727272727
Harry Potter and the Deathly Hallows Part 2,8,Griphook,Unknown,30,42.06666666666667
Harry Potter and the Deathly Hallows Part 2,8,Aberforth Dumbledore,Unknown,18,74.38888888888889
Harry Potter and the Deathly Hallows Part 2,8,Luna Lovegood,Ravenclaw,16,47.625
Harry Potter and the Deathly Hallows Part 2,8,Bellatrix Lestrange,Slytherin,12,29.75
Harry Potter and the Deathly Hallows Part 2,8,Ginny Weasley,Gryffindor,12,21.25
Harry Potter and the Deathly Hallows Part 2,8,Helena Ravenclaw,Ravenclaw,12,57.416666666666664
Harry Potter and the Deathly Hallows Part 2,8,Bogrod,Unknown,10,77.1
Harry Potter and the Deathly Hallows Part 2,8,Garrick Ollivander,Ravenclaw,9,97.33333333333333
Harry Potter and the Deathly Hallows Part 2,8,Seamus Finnigan,Gryffindor,7,28.428571428571427
Harry Potter and the Deathly Hallows Part 2,8,Albus Potter,Slytherin,6,19.833333333333332
Harry Potter and the Deathly Hallows Part 2,8,Draco Malfoy,Slytherin,6,62.333333333333336
Harry Potter and the Deathly Hallows Part 2,8,Merpeople,Unknown,6,34.666666666666664
Harry Potter and the Deathly Hallows Part 2,8,Remus Lupin,Gryffindor,6,46.833333333333336
Harry Potter and the Deathly Hallows Part 2,8,Argus Filch,Unknown,4,22.25
Harry Potter and the Deathly Hallows Part 2,8,Bill Weasley,Gryffindor,4,90.0
Harry Potter and the Deathly Hallows Part 2,8,Lily Potter,Gryffindor,4,18.5
Harry Potter and the Deathly Hallows Part 2,8,Lucius Malfoy,Slytherin,4,39.25
Harry Potter and the Deathly Hallows Part 2,8,Cho Chang,Ravenclaw,3,75.0
Harry Potter and the Deathly Hallows Part 2,8,Kingsley Shacklebolt,Unknown,3,31.0
Harry Potter and the Deathly Hallows Part 2,8,Corban Yaxley,Slytherin,2,15.0
Harry Potter and the Deathly Hallows Part 2,8,Dean Thomas,Gryffindor,2,10.5
Harry Potter and the Deathly Hallows Part 2,8,Fleur Delacour,Beauxbatons academy of magic,2,39.5
Harry Potter and the Deathly Hallows Part 2,8,Ghosts,Unknown,2,43.0
Harry Potter and the Deathly Hallows Part 2,8,Gregory Goyle,Slytherin,2,22.0
Harry Potter and the Deathly Hallows Part 2,8,James Potter,Gryffindor,2,19.5
Harry Potter and the Deathly Hallows Part 2,8,Narcissa Malfoy,Slytherin,2,15.5
Harry Potter and the Deathly Hallows Part 2,8,Pansy Parkinson,Slytherin,2,45.0
Harry Potter and the Deathly Hallows Part 2,8,Petunia Dursley,Unknown,2,23.0
Harry Potter and the Deathly Hallows Part 2,8,Sirius Black,Gryffindor,2,26.0
Harry Potter and the Deathly Hallows Part 2,8,Alecto Carrow,Slytherin,1,97.0
Harry Potter and the Deathly Hallows Part 2,8,Arthur Weasley,Gryffindor,1,30.0
Harry Potter and the Deathly Hallows Part 2,8,Filius Flitwick,Ravenclaw,1,94.0
Harry Potter and the Deathly Hallows Part 2,8,Fred Weasley,Gryffindor,1,18.0
Harry Potter and the Deathly Hallows Part 2,8,Gang thug,Unknown,1,28.0
Harry Potter and the Deathly Hallows Part 2,8,Molly Weasley,Gryffindor,1,68.0
Harry Potter and the Deathly Hallows Part 2,8,Nigel Wolpert,Gryffindor,1,117.0
Harry Potter and the Deathly Hallows Part 2,8,Nymphadora Tonks,Hufflepuff,1,79.0
Harry Potter and the Deathly Hallows Part 2,8,Oliver Wood,Gryffindor,1,24.0
Harry Potter and the Deathly Hallows Part 2,8,Pius Thicknesse,Unknown,1,34.0
Harry Potter and the Deathly Hallows Part 2,8,Pomona Sprout,Hufflepuff,1,39.0
Harry Potter and the Deathly Hallows Part 2,8,Professors,Unknown,1,52.0
Harry Potter and the Deathly Hallows Part 2,8,Sorting Hat,Unknown,1,69.0
Harry Potter and the Deathly Hallows Part 2,8,Sybill Trelawney,Ravenclaw,1,61.0
