dialogue_id,movie_title,movie_id,character_name,house,species,dialogue,dialogue_length
3431,Harry Potter and the Goblet of Fire,4,Voldemort,Slytherin,Human,"Don't you turn your back on me Harry Potter I want you to look at me when I kill you, I want to see the lights leave your eyes.",127
3432,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,Have it your way.,17
3433,Harry Potter and the Goblet of Fire,4,Voldemort,Slytherin,Human,Do nothing. He is mine to finish. He's mine!,44
3434,Harry Potter and the Goblet of Fire,4,James Potter,Gryffindor,Human,"Harry when the connection is broken you must get to the portkey. We can delay it for a moment to give you time but only a moment, do you understand?",148
3435,Harry Potter and the Goblet of Fire,4,Cedric Diggory,Hufflepuff,Human,Harry take my body back will you? Take my body back to my father.,65
3436,Harry Potter and the Goblet of Fire,4,Lily Potter,Gryffindor,Human,Let go. Sweetheart you're ready. Let go! Let go!,48
3437,Harry Potter and the Goblet of Fire,4,Voldemort,Slytherin,Human,No!,3
3438,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Harry! Harry!,13
3439,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Tell me what happened!,22
3440,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,"He's back, he's back! Voldemort's back. Cedric, he asked me to bring his body back. I couldn't leave him, not there.",116
3441,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,"It's alright Harry. It's alright, he's home, you both are.",58
3442,Harry Potter and the Goblet of Fire,4,Cornelius Fudge,Unknown,Human,"Keep everybody in their seats. A boy has just been killed. The body must be moved Dumbledore, there are... too many people.",123
3443,Harry Potter and the Goblet of Fire,4,Amos Diggory,Unknown,Human,Let me through! That's my son! My boy!,38
3444,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,Are you alright Potter?,23
3445,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,Does it hurt?,13
3446,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,Not so much now.,16
3447,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,I'd better take a look at it.,29
3448,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,The cup was a portkey. Someone had bewitched it.,48
3449,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,What was it like? What was he like?,35
3451,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,The dark lord. What was it like to stand in his presence?,57
3452,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,I dunno. It was like I'd fallen into one of my dreams. One of my nightmares.,76
3453,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,"Were there others? In the graveyard, were there others?",55
3454,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,Um. I don't think I said anything about a graveyard Professor.,62
3455,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,Marvellous creatures dragons aren't they? Do you think that miserable oaf would have led you into the woods if I hadn't suggested it? Do you think Cedric Diggory would have told you to hold the egg under the water if I hadn't have told him first myself? Do you think Neville Longbottom the witless wonder could have provided you with gilliweed if I hadn't have given him the book that led you straight to it? Huh??,414
3456,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,It was you from the beginning. You put my name in the goblet of fire. You bewitched Krum. But...,96
3457,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,You won because I made it so Potter. You ended up in that graveyard tonight because it was meant to be so. And now the deed is done. The blood that runs through these veins runs within the dark lord. Imagine how he will reward me when he learns that I have once and for all silenced the great Harry Potter.,306
3458,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Severus...,10
3459,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Do you know who I am?,21
3460,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,Albus Dumbledore.,17
3461,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Are you Alastor Moody? Are ya?,30
3462,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,No.,3
3463,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Is he in this room? Is he in this room?,39
3464,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Harry get away from there!,26
3465,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Are you alright Alastor?,24
3466,Harry Potter and the Goblet of Fire,4,Alastor Moody,Unknown,Human,I'm sorry Albus.,16
3467,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,"That's Moody, but then who's...?",32
3468,Harry Potter and the Goblet of Fire,4,Severus Snape,Slytherin,Human,Polyjuice potion.,17
3469,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Now we know who's been stealing it from your store Severus.,59
3470,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,We'll get you up in a minute.,29
3471,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Barty Crouch Junior.,20
3472,Harry Potter and the Goblet of Fire,4,Barty Crouch Jr.,Unknown,Human,I'll show you mine if you show me yours.,40
3473,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Your arm Harry.,15
3474,Harry Potter and the Goblet of Fire,4,Barty Crouch Jr.,Unknown,Human,You know what this means don't you? He's back. Lord Voldemort has returned.,75
3475,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,"Send an owl to Azkaban, think they'll find they're missing a prisoner.",70
3476,Harry Potter and the Goblet of Fire,4,Barty Crouch Jr.,Unknown,Human,I'll be welcomed back like a hero.,34
3477,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Perhaps. Personally I've never had much time for heroes.,56
3478,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,"Today we acknowledge a really terrible loss. Cedric Diggory was as you all know, exceptionally hard working, intricately fair minded. And most importantly a fierce fierce friend. I think therefore you have the right to know exactly how he died. You see, Cedric Diggory was murdered by Lord Voldemort. The ministry of magic does not wish me to tell you this. But not to do so I think would be an insult to his memory. Now the pain we all feel at this dreadful loss reminds me, reminds us that while we may come from different places and speak in different tongues, our hearts beat as one. In light of recent events the bonds of friendship we made this year will be more important than ever. Remember that and Cedric Diggory will not have died in vain, you remember that. And we'll celebrate a boy who was kind and honest and brave and true right to the very end.",861
3479,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,"I never liked these curtains. Set them on fire in my fourth year, by accident of course. I put you in terrible danger this year Harry I'm sorry.",144
3480,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,"Professor, when I was in the graveyard there was a moment... um... when Voldemort's wand and mine sort of connected.",116
3481,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,Priori Incantatem. You saw your parents that night didn't you? They reappeared.,79
3482,Harry Potter and the Goblet of Fire,4,Albus Dumbledore,Gryffindor,Human,"No spell can reawaken the dead Harry I trust you know that. Dark and diffiult times lie ahead. Soon we must all face the choice between what is right what is easy. But remember this, you have friends here. You're not alone.",223
3483,Harry Potter and the Goblet of Fire,4,Viktor Krum,Durmstrang institute,Human,Write to me. Promise.,21
3484,Harry Potter and the Goblet of Fire,4,Hermione Granger,Gryffindor,Human,Bye.,4
3485,Harry Potter and the Goblet of Fire,4,Fleur Delacour,Beauxbatons academy of magic,Human (Quarter-Veela),Au revoir Ron.,14
3486,Harry Potter and the Goblet of Fire,4,Ron Weasley,Gryffindor,Human,Do you think we'll ever just have a quiet year at Hogwarts?,59
3487,Harry Potter and the Goblet of Fire,4,Hermione Granger,Gryffindor,Human,No.,3
3488,Harry Potter and the Goblet of Fire,4,Harry Potter,Gryffindor,Human,No I don't think so.,20
3489,Harry Potter and the Goblet of Fire,4,Hermione Granger,Gryffindor,Human,Everything's going to change now isn't it?,42
3491,Harry Potter and the Goblet of Fire,4,Hermione Granger,Gryffindor,Human,Promise you'll write this summer. Both of you.,46
3492,Harry Potter and the Goblet of Fire,4,Ron Weasley,Gryffindor,Human,Well I won't. You know I won't!,31
3493,Harry Potter and the Goblet of Fire,4,Hermione Granger,Gryffindor,Human,Harry will won't you?,21
3494,Harry Potter and the Order of the Phoenix,5,Dudley Dursley,Unknown,Human,"Oh, it's you.",13
3495,Harry Potter and the Order of the Phoenix,5,Howler,Unknown,Human,"What should we do with him, Big D?",34
3496,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"Big D? Cool name, but to me, you'll always be Ikkle Duddicums.",62
3497,Harry Potter and the Order of the Phoenix,5,Dudley Dursley,Unknown,Human,Shut up!,8
3498,Harry Potter and the Order of the Phoenix,5,Dudley Dursley,Unknown,Human,"Ooo, tough guy. Not so tough in your bed, are you?",50
3499,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,What?,5
3500,Harry Potter and the Order of the Phoenix,5,Arabella Figg,Unknown,Human,"You boys go home now, or I'll be calling your parents!",54
3501,Harry Potter and the Order of the Phoenix,5,Dudley Dursley,Unknown,Human,"I heard you talking in your sleep, last night. Crying. ""No, don't kill Cedric, don't kill Cedric! Dad, help me, heeelp me! He's going to kill me! Boo-hoo!""",155
3502,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"Shut up, Dudley. I'm warning you...",35
3503,Harry Potter and the Order of the Phoenix,5,Dudley Dursley,Unknown,Human,Why should I?,13
3504,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Because if you don't I'll turn you into the idiot pig you are!,62
3505,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"Not so brave now, are you Duddykins? Now tell your little friends to go away.",77
3506,Harry Potter and the Order of the Phoenix,5,Dudley Dursley,Unknown,Human,G-go home!,10
3507,Harry Potter and the Order of the Phoenix,5,Howler,Unknown,Human,What?,5
3508,Harry Potter and the Order of the Phoenix,5,Dudley Dursley,Unknown,Human,Get out of here!,16
3509,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Don't you ever speak about that again. You understand?,54
3510,Harry Potter and the Order of the Phoenix,5,Dudley Dursley,Unknown,Human,Don't point that thing at me!,29
3511,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"I said, DO YOU UNDERSTAND? !",28
3512,Harry Potter and the Order of the Phoenix,5,Dudley Dursley,Unknown,Human,What's happening?,17
3513,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Quiet!,6
3514,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Dudley! Run!,12
3515,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"Come on! They break into a run. A dementor drifts into the alleyway in front of them. Skidding to a stop, Harry turns around, to find the other dementor cutting off the way back.",178
3516,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"Dudley, no!",11
3517,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Lumos!,6
3518,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"""Expecto Patronum!'",19
3519,Harry Potter and the Order of the Phoenix,5,Voldemort,Slytherin,Human,"Bow to death, Harry...",22
3520,Harry Potter and the Order of the Phoenix,5,Lily Potter,Gryffindor,Human,Haaaaaaaarry!...,16
3521,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"""Expecto Patronum! '",20
3522,Harry Potter and the Order of the Phoenix,5,Vernon Dursley,Unknown,Human,What the heii are those?,24
3523,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Dementors.,10
3524,Harry Potter and the Order of the Phoenix,5,Petunia Dursley,Unknown,Human,"What happened, Duddikins?",25
3525,Harry Potter and the Order of the Phoenix,5,Vernon Dursley,Unknown,Human,What the hell is a dementoid?,29
3526,Harry Potter and the Order of the Phoenix,5,Petunia Dursley,Unknown,Human,They didn't--?,14
3527,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,No.,3
3528,Harry Potter and the Order of the Phoenix,5,Vernon Dursley,Unknown,Human,I want some answers!,20
3529,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,We were attacked.,17
3530,Harry Potter and the Order of the Phoenix,5,Vernon Dursley,Unknown,Human,By those...things?,18
3531,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"They're evil. If they get the chance, they'll suck your soul out through your mouth.",84
3532,Harry Potter and the Order of the Phoenix,5,Vernon Dursley,Unknown,Human,How do you know that?,21
3533,Harry Potter and the Order of the Phoenix,5,Vernon Dursley,Unknown,Human,"Fought 'em off, eh, Dud? Gave 'em the ol' one-two?",50
3534,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,You can't give a Dementor the 'ol one-two.',43
3535,Harry Potter and the Order of the Phoenix,5,Vernon Dursley,Unknown,Human,Why is he all right then?,25
3536,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Because I used magic to save his,32
3538,Harry Potter and the Order of the Phoenix,5,Vernon Dursley,Unknown,Human,Who are all you lot?,20
3539,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"Quiet, Dursley.",15
3540,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"Harry, douse the light. We're exposed here.",43
3541,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,What are you doing here?,24
3542,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"We're your advanced guard, Harry. Dumbledore just sent us as soon as he heard about the attack. We're taking you to safety. We're just waiting for the all clear.",161
3543,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,How'd he know? It just happened!,32
3544,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"You didn't think Dumbledore'd let you wander around on your own, did you?",73
3545,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"Harry, I don't believe you've met Nymphadora Tonks.",51
3546,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"Tonks, would you go get Harry's broom from the house?",53
3547,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,What's been going on? What's Lord Vol-,38
3548,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"We're not talking about it here, it's too risky.",48
3549,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,Blast it.,9
3550,Harry Potter and the Order of the Phoenix,5,Nymphadora Tonks,Hufflepuff,Human,"Mad-eye, dear, you do realize that's disgusting?",48
3551,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,I want 365 degree visibility on the return trip.,48
3552,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,How are we getting there?,25
3553,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,Brooms.,7
3554,Harry Potter and the Order of the Phoenix,5,Kingsley Shacklebolt,Unknown,Human,There's the first signal.,25
3555,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"Right, let's go.",16
3556,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"On your broom, Harry.",21
3557,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,Form up! Form up around Harry. Make it snappy! The advanced guard surrounds Harry.,82
3558,Harry Potter and the Order of the Phoenix,5,Nymphadora Tonks,Hufflepuff,Human,"Stop being so cheerful, Mad-eye.",32
3559,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,We must be ready. This would be the perfect moment for Voldemort to strike Harry.,81
3560,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"Uh, is that very likely?",24
3561,Harry Potter and the Order of the Phoenix,5,Kingsley Shacklebolt,Unknown,Human,No one's going to die.,22
3562,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,There's the second signal!,26
3563,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"Mount your brooms, everyone. Here we go!",40
3564,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"The third signal, everyone. Let's",33
3565,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,Stay in formation!,18
3566,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,We need more height!,20
3567,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,Contacts to the south!,22
3568,Harry Potter and the Order of the Phoenix,5,Kingsley Shacklebolt,Unknown,Human,"Mad-eye! You, Tonks, and Lupin take Harry! We'll slow them down!",64
3569,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"There's the other one, Alastor!",31
3570,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Expecto--!,10
3571,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"Harry, leave it to us!",22
3572,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,No!,3
3573,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"""Expecto Patronum!'",19
3574,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,Get Harry to the safe house!,28
3575,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"Come on, Potter! Keep moving!",29
3576,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,But I can help!,15
3577,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"Potter, getting yourself killed won't do a thing. Now move!",59
3578,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"We're not far, now!",19
3579,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,Did you get rid of them?,24
3580,Harry Potter and the Order of the Phoenix,5,Kingsley Shacklebolt,Unknown,Human,"They're gone, Alastor.",22
3581,Harry Potter and the Order of the Phoenix,5,Nymphadora Tonks,Hufflepuff,Human,We're there!,12
3582,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,Prepare for descent! Form up around Harry!,42
3583,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"Stay here, Harry.",17
3584,Harry Potter and the Order of the Phoenix,5,Kingsley Shacklebolt,Unknown,Human,Clear!,6
3585,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"Right, Harry, this way.",23
3586,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"Here, read this.",16
3587,Harry Potter and the Order of the Phoenix,5,Alastor Moody,Unknown,Human,"Come on, inside. Hurry.",23
3588,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"Get in, quick, Harry. Don't touch anything.",43
3589,Harry Potter and the Order of the Phoenix,5,Walburga Black,Slytherin,Human,"Filth! Scum! Half-breeds, mutants, freaks, begone from this place! How dare you befoul the house of my fathers?!",112
3590,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"Shut up, you miserable old hag! Quiet!",38
3591,Harry Potter and the Order of the Phoenix,5,Walburga Black,Slytherin,Human,"Blood traitor, abomination, shame of my flesh!",46
3592,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Was that your--?,16
3593,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"Mother, yes. Dear old mum.",26
3594,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,But...why here?,15
3595,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,"Hello, Harry dear.",18
3596,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Mrs. Weasley!,13
3597,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,"Sirius, the meeting is about to start!",38
3598,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,Right.,6
3599,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,"Harry, dear, go on upstairs-- quietly, if you please. They're all up there.",75
3600,Harry Potter and the Order of the Phoenix,5,Hermione Granger,Gryffindor,Human,Harry!,6
3601,Harry Potter and the Order of the Phoenix,5,Ron Weasley,Gryffindor,Human,"Let him breathe, Hermione!",26
3602,Harry Potter and the Order of the Phoenix,5,Hermione Granger,Gryffindor,Human,"Oh, Harry! We've missed you! Are you furious with us, I bet you are!",68
3603,Harry Potter and the Order of the Phoenix,5,Ron Weasley,Gryffindor,Human,"Good to see you, mate.",22
3604,Harry Potter and the Order of the Phoenix,5,Hermione Granger,Gryffindor,Human,"Come on, inside.",16
3605,Harry Potter and the Order of the Phoenix,5,Hermione Granger,Gryffindor,Human,"Sorry we haven't written, Harry, but Dumbledore made us promise not to.",71
3606,Harry Potter and the Order of the Phoenix,5,Ron Weasley,Gryffindor,Human,"We wanted to, mate, we really did, but he thought they would get intercepted. There is an awkward silence.",106
3607,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Right.,6
3608,Harry Potter and the Order of the Phoenix,5,Ron Weasley,Gryffindor,Human,He thought you would be safest there.,37
3609,Harry Potter and the Order of the Phoenix,5,Hermione Granger,Gryffindor,Human,He was so angry when he heard. It was...scary...,48
3610,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"So, why's he keeping me in the dark?",36
3611,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Didn't you bother asking?,25
3612,Harry Potter and the Order of the Phoenix,5,Ron Weasley,Gryffindor,Human,"We've only seen him twice, and not for very long. He's really busy.",67
3613,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,So I get to spend the summer with the Dursleys while you two are here.,70
3614,Harry Potter and the Order of the Phoenix,5,Ron Weasley,Gryffindor,Human,"It's not that fun, mate. Mum won't let us anywhere near the meetings.",69
3615,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,You've still been here!,23
3616,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,What's been going on?,21
3617,Harry Potter and the Order of the Phoenix,5,Ron Weasley,Gryffindor,Human,"We've already told you, we're not privyed to the meetings. But we do know a few things.",87
3618,Harry Potter and the Order of the Phoenix,5,Hermione Granger,Gryffindor,Human,"Some of the Order are following known Death Eaters, like Lucious Malfoy.",72
3619,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,What's this Order everyone's talking about?,43
3620,Harry Potter and the Order of the Phoenix,5,Hermione Granger,Gryffindor,Human,The Order of the Phoenix. Dumbledore started it last time to fight You-Know-Who. He only reorganized it after last term.,120
3621,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,"You can come down now, the meeting's over.",42
3622,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,Arthur-,7
3623,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"Well, the Ministry is furious with you.",39
3624,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Why?,4
3625,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,You'll have to go to an disciplinary meeting tomorrow.,54
3626,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Okay.,5
3627,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,I'm not really hungry. I think I'll go to bed.,46
3628,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"You surprise me, Harry. I figured the first thing you'd do is start asking about Voldemort.",91
3629,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"I wanted to, but I didn't think you'd tell me anything.",55
3630,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,"And that was quite right, Harry! You're much to young--",55
3631,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"He has a right to know, Molly.",30
3632,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,It's not your decision!,23
3633,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"I know what Dumbledore said, but he needs to know something.",60
3634,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"He's not a child, Molly.",24
3635,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,He's not an adult either!,25
3636,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,I only have Harry's best interests at heart.,44
3637,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,He's not your son.,18
3638,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,"Who else does he have, then?",28
3639,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,He's got me. He's like a son to me.,35
3640,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"What do you want to know, Harry?",32
3641,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,Where's Voldemort? What's he doing?,35
3642,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"He's hiding for the moment, because the Ministry is ignoring his return and he doesn't want that to change.",107
3643,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,How?,4
3644,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,The last person You-Know-Who wanted to alert was Dumbledore.,60
3645,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,And what's his plan?,20
3646,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"He's building up his army again, just like before.",50
3647,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,And you're stopping him from gaining followers?,47
3648,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"We're doing our best, but it's proving to be...difficult.",57
3649,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"You see, when the Ministry of Magic insists that Voldemort isn't back.",70
3650,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,But...why?,10
3651,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"Fudge likes being Minister of Magic. If it turns out that Voldemort came back under his watch, he'll be sacked.",111
3652,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"But you're telling people, right?",33
3653,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,"Well, they think I'm a mass- murderer, Lupin is a werewolf, Tonks and Arthur would lose their jobs at the Ministry...",117
3654,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,But Dumbledore is doing all he can.,35
3655,Harry Potter and the Order of the Phoenix,5,Arthur Weasley,Gryffindor,Human,"If he keeps it up, he might end up in Azkaban. And that would give You- Know-Who a clear field to--",99
3657,Harry Potter and the Order of the Phoenix,5,Sirius Black,Gryffindor,Human,You-Know-Who wants something. Something he didn't have last time. A weapon.,75
3658,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,What kind of weapon?,20
3659,Harry Potter and the Order of the Phoenix,5,Remus Lupin,Gryffindor,Werewolf,"I'm sorry, Harry, we can't say anything more.",45
3660,Harry Potter and the Order of the Phoenix,5,Molly Weasley,Gryffindor,Human,"Morning, dear! Did you have a good sleep?",41
3661,Harry Potter and the Order of the Phoenix,5,Harry Potter,Gryffindor,Human,"No, my scar kept hurting.",25
